spot,location,spectra,mineralogy,C_concentration,O_concentration,Mg_concentration,Si_concentration,S_concentration,Mn_concentration,Co_concentration,Ni_concentration,Zn_concentration,Ag_concentration,Al_concentration,Ca_concentration,Na_concentration,K_concentration,Ti_concentration,Fe_concentration,In_concentration,W_concentration,Ir_concentration,Cr_concentration,U_concentration,Sr_concentration,La_concentration,Nd_concentration,Pr_concentration,P_concentration,N_concentration,Zr_concentration,Yb_concentration,I_concentration,Br_concentration,Ta_concentration,Cl_concentration,Te_concentration,F_concentration,Ar_concentration,C_wtper,O_wtper,Mg_wtper,Si_wtper,S_wtper,Mn_wtper,Co_wtper,Ni_wtper,Zn_wtper,Ag_wtper,Al_wtper,Ca_wtper,Na_wtper,K_wtper,Ti_wtper,Fe_wtper,In_wtper,W_wtper,Ir_wtper,Cr_wtper,U_wtper,Sr_wtper,La_wtper,Nd_wtper,Pr_wtper,P_wtper,N_wtper,Zr_wtper,Yb_wtper,I_wtper,Br_wtper,Ta_wtper,Cl_wtper,Te_wtper,F_wtper,Ar_wtper
9,35,111,epoxy,2.09,58.13,1.69,24.72,0,0.05,0.2,0.1,0.03,0,3.4,0,0.45,0,0,4.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.86,50.83,1.78,24.3,0,0.06,0.25,0.12,0.07,0,3.39,0,0.4,0,0,4.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,34,112,mz84_seds,1.71,13.46,0.51,10.14,0.66,0.02,0.02,0.01,0,0.26,6.8,1.32,0.09,1.2,0.14,1.31,0.43,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,21.97,32.79,0.93,19.12,1.38,0.04,0.05,0.03,0,0.64,11.86,2.44,0.14,2.18,0.31,2.88,0.97,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0
9,34,113,mz84_seds,0.94,20.35,0.49,13.36,0,0,0.02,0.01,0.01,0.96,7.06,0,0.14,1.57,0,1.02,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.52,40.57,0.88,24.72,0,0,0.04,0.03,0.02,2.34,12.09,0,0.21,2.79,0,2.18,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,35,114,epoxy,19.4,3.96,0.01,0.32,0.43,0,0,0,0.05,35.77,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.27,10.45,0.01,0.36,0.47,0,0,0,0.13,49.7,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,35,115,epoxy,2.92,1.06,0,0.16,0.46,0,0.03,0,0.04,65.17,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52,3.35,0,0.2,0.51,0,0.04,0,0.15,88.77,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,35,116,epoxy,8.28,31.56,0.33,9.99,1.42,0.02,0.06,0.02,0.02,0.84,8.41,0.38,0.22,0.7,0.18,0.67,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.71,39.68,0.33,9.83,1.47,0.03,0.07,0.02,0.05,1.09,7.93,0.37,0.18,0.67,0.22,0.79,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,36,117,med_seds,3.59,16.87,0.51,12.5,0.65,0.02,0.03,0,0.01,0,10.21,0.37,0.15,2.1,0.14,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.3,31.12,0.66,17.5,0.99,0.03,0.04,0,0.01,0,12.93,0.51,0.16,2.84,0.23,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,36,118,med_seds,3.81,23.82,0.55,12.78,0.56,0,0,0,0.01,0,8.05,0.3,0.18,1.1,0.13,1.11,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.98,37.9,0.7,16.74,0.8,0,0,0,0.03,0,9.89,0.39,0.19,1.4,0.2,1.73,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,36,119,med_seds,21.45,16.67,0.29,4.94,2.13,0,0.03,0,0.05,0,3.31,1.84,0,0.57,0,0.38,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,60.32,26.91,0.27,4.44,2.02,0,0.03,0,0.1,0,2.96,1.72,0,0.52,0,0.44,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0
9,37,120,epoxy,7.04,1.64,0,0.26,0.43,0,0,0,0.01,48.53,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.15,5.55,0,0.36,0.54,0,0,0,0.04,75.88,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,37,121,epoxy,4.66,4.8,0,0.13,0.46,0,0.01,0,0.01,57.18,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.54,12.31,0,0.15,0.48,0,0.02,0,0.04,73.13,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,37,122,epoxy,22.75,7.18,0,0.28,0.2,0,0.06,0,0.01,38.99,3.22,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.75,14.15,0,0.26,0.18,0,0.06,0,0.02,43.34,3.08,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,38,123,med_seds,2.42,6.29,0.12,3.19,18.05,0.01,0.15,0.02,0.01,0.19,1.66,1.51,0,0.26,0,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3,12.18,0.19,4.2,23.85,0.02,0.24,0.04,0.02,0.34,2.29,1.98,0,0.34,0,25.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,38,124,med_seds,4.45,15.97,0.32,8.65,0.61,0.01,0.03,0,0,2.79,5.84,0.39,0.12,1.26,0.11,1.2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.6,33.42,0.49,13.03,0.98,0.02,0.05,0,0.01,5.5,8.44,0.59,0.16,1.83,0.2,2.15,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,38,125,med_seds,9.94,13,0.26,3.12,2.48,0,0.05,0.02,0.02,0.37,2.88,4.83,0.1,0.42,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.2,30.19,0.37,4.19,3.45,0,0.09,0.04,0.05,0.66,3.85,6.61,0.12,0.56,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,39,126,mz84_seds,10.24,16.88,0.26,5.39,0.25,0.01,0,0.01,0.04,1.39,4.09,0.12,0,0.59,0.13,0.59,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,47.76,33.82,0.36,7.23,0.36,0.02,0.01,0.02,0.1,2.47,5.38,0.17,0,0.78,0.21,0.98,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0
9,39,127,mz84_seds,1.31,3.12,0.08,1.64,18.49,0.12,0.16,0,0.01,0.26,0.94,0.39,0,0.21,0,19.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.97,6.8,0.16,2.66,29.29,0.22,0.3,0,0.03,0.57,1.63,0.61,0,0.32,0,35.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,39,128,mz84_seds,12.47,11.18,0.5,3.37,1.5,0.01,0.05,0.02,0.05,0.61,2.5,0.96,0,0.32,0,1.04,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,57.11,26.64,0.72,4.68,2.18,0.02,0.08,0.03,0.14,1.14,3.45,1.36,0,0.45,0,1.83,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0
9,40,129,mz84_seds,10.76,13.28,0.41,7.35,2.01,0,0,0.02,0.02,0.26,5.36,0.41,0.16,0.8,0.08,0.65,0.24,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0.13,0,0,52.64,25.38,0.46,8.34,2.45,0,0,0.03,0.05,0.41,5.88,0.48,0.15,0.92,0.11,0.92,0.33,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0.16,0,0
9,40,130,mz84_seds,45.54,5.17,0.01,0.06,0.05,0.01,0,0,0,0.37,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,84.59,14.48,0.01,0.07,0.07,0.02,0,0,0.01,0.62,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0
9,40,131,mz84_seds,47.35,5.75,0.01,0.15,0.07,0,0,0,0.01,0.08,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,84.32,15.04,0.01,0.18,0.08,0.01,0,0,0.02,0.13,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0
9,41,132,epoxy,8.46,1.52,0,0.11,0.14,0,0.08,0.01,0,56.85,0.05,0.66,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4.56,0,0.13,0.15,0,0.1,0.02,0,77.04,0.07,0.84,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,41,133,epoxy,11.45,3.34,0,0.1,0.24,0,0.02,0,0.01,54.29,0.16,0.96,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.19,8.72,0.01,0.11,0.24,0,0.03,0,0.02,68.26,0.19,1.11,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,41,134,epoxy,2.9,2.28,0,0.09,0.38,0,0.02,0,0,64.64,1.39,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,6.59,0,0.11,0.41,0,0.03,0,0,84.36,1.84,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,42,135,light_seds,12.12,4.8,0.21,1.6,1.34,0,0.03,0,0.01,16.42,0.92,0.2,0,0,0,0.65,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.36,15.43,0.36,2.44,2.03,0,0.05,0,0.04,31.95,1.47,0.32,0,0,0,1.19,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,42,136,light_seds,1.46,4.91,0.05,3.32,0.72,0,0.05,0,0.01,5.42,3.04,1.45,0,0.18,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.59,26.56,0.19,10.82,2.37,0,0.18,0,0.04,22.1,9.6,4.72,0,0.53,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,42,137,light_seds,18.05,12.02,0.17,3.06,3.1,0,0.01,0.01,0.02,0.38,2.5,1.26,0.1,0.47,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.51,24.4,0.19,3.32,3.53,0,0.02,0.01,0.04,0.57,2.7,1.43,0.1,0.52,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,43,138,dark_seds,1.44,38.83,0.17,11.72,0,0.01,0.01,0,0.01,0,12.25,0,0.22,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.15,49.78,0.25,17.78,0,0.02,0.01,0,0.04,0,16.48,0,0.26,0,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,43,139,dark_seds,0.58,7.45,0.57,6.7,0.37,0.02,0,0.02,0.02,0.22,6,0.33,0,0.79,0.11,2.31,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.02,27.66,1.76,22.41,1.31,0.07,0.02,0.08,0.11,0.93,17.78,1.04,0,2.43,0.39,8.38,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,43,140,dark_seds,2.67,23.49,0.37,10.7,0.72,0.01,0.03,0.04,0,0.34,9.26,0.34,0.52,1.99,0,0.71,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.39,39.77,0.53,15.77,1.13,0.01,0.05,0.07,0,0.65,12.53,0.49,0.62,2.79,0,1.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,44,141,light_seds,1.82,29.32,0.63,13.94,0,0,0.02,0,0.02,0,10.28,0,0.15,1.27,0.2,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.72,42.84,0.87,20.31,0,0,0.03,0,0.06,0,13.61,0,0.17,1.76,0.33,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,44,142,light_seds,1.29,28.36,0.61,13.48,0,0,0.05,0.05,0.01,0,9.45,0.31,0.16,1.87,0.2,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.81,43.81,0.92,21.14,0,0,0.09,0.08,0.02,0,13.54,0.47,0.2,2.77,0.35,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,44,143,light_seds,1.55,19.02,0.53,12.01,0.41,0,0.03,0.03,0,0,8.59,0.28,0.12,1.56,0.17,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.42,37.7,0.89,21.34,0.79,0,0.05,0.06,0,0,13.79,0.49,0.16,2.65,0.34,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,45,144,dark_seds,15.21,9.35,0.31,4.97,2.93,0,0,0.01,0,0.18,3.08,1.53,0.12,0.67,0,0.49,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,62.72,20.24,0.34,5.49,3.47,0,0,0.02,0,0.28,3.35,1.79,0.11,0.76,0,0.7,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0
9,45,145,dark_seds,17.85,5.1,0.05,0.1,4.14,0,0,0.01,0,0,0.07,0.84,0.11,0.07,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.86,16.09,0.08,0.14,6.19,0,0,0.01,0.01,0,0.1,1.3,0.14,0.11,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,45,146,dark_seds,16.04,13.07,0.37,3.75,3.34,0,0,0.03,0,0.13,2.57,0.66,0.11,0.47,0,0.48,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,60.7,25.68,0.42,4.07,3.84,0,0,0.04,0.01,0.19,2.78,0.76,0.1,0.53,0,0.68,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0
9,45,147,dark_seds,1.46,7.79,0.35,8.11,0.39,0,0.01,0.03,0,0.25,6.48,1,0.11,1.05,0.08,1.23,0.25,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,25.6,26.38,0.82,20.31,1.05,0,0.03,0.07,0.01,0.8,14.56,2.42,0.22,2.5,0.22,3.55,0.74,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0
9,45,148,dark_seds,0.91,2.65,0.05,1.43,0.23,0,0,0,0.01,0.12,1.13,13.86,0,0.3,0,0.29,0,0,0,0,0,0,0,0,0,0.52,0,0,0.07,0,0,0,0,0,0.08,0,12.2,24.71,0.2,5.17,0.82,0,0,0,0.05,0.52,4.18,48.07,0,0.93,0,1.25,0,0,0,0,0,0,0,0,0,1.3,0,0,0.24,0,0,0,0,0,0.36,0
9,45,149,dark_seds,19.57,8.73,0.14,1.71,5.36,0,0.04,0.05,0.03,0.57,2.31,0.59,0,0.25,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.11,18.08,0.15,1.75,5.76,0,0.06,0.07,0.07,0.82,2.36,0.65,0,0.26,0,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,47,150,med_seds,7.73,16.5,0.23,2.25,1.07,0,0,0,0.01,0.31,2,9.75,0.11,0.31,0,0.3,0,0,0,0,0,0,0,0,0,2.36,0,0,0.06,0,0,0,0,0,0.48,0,36.2,37.99,0.34,3.08,1.52,0,0,0,0.03,0.54,2.78,13.41,0.14,0.4,0,0.51,0,0,0,0,0,0,0,0,0,2.24,0,0,0.08,0,0,0,0,0,0.74,0
9,47,151,med_seds,4.67,22.88,0.66,10.19,0,0,0.01,0,0.01,0.29,6.31,1.43,0.16,1.11,1.35,1.42,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.89,38.86,0.88,13.39,0,0,0.02,0,0.04,0.49,7.98,1.84,0.18,1.4,2.1,2.21,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,47,152,med_seds,5.58,25.51,0.57,10.21,0.85,0,0.05,0.04,0,0.33,7.11,0.21,0.37,0.79,0.35,1.52,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.58,38.42,0.69,12.37,1.1,0,0.07,0.05,0.01,0.52,8.25,0.25,0.38,0.93,0.51,2.21,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,48,153,dark_seds,3.18,14.86,0.41,7.12,0.35,0.01,0.04,0.01,0,1.95,5.11,2.39,0.05,0.73,0.66,1.06,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,36.26,0.74,12.55,0.65,0.03,0.08,0.03,0,4.43,8.68,4.13,0.08,1.22,1.37,2.19,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,48,154,dark_seds,7.57,28.1,0.49,10.68,1.16,0,0.03,0,0,0,8.56,0.38,0.29,1.04,0,0.87,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,37.42,37.16,0.49,10.74,1.25,0,0.04,0,0.01,0,8.2,0.38,0.24,1.03,0,1.05,0,0,0,0,0,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0,0
9,48,155,dark_seds,10.23,48.16,0.55,18.2,1.41,0,0.02,0.01,0.04,0,4.03,0,0.4,0,0,0.7,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.57,44.21,0.43,13.54,1.15,0,0.02,0.01,0.06,0,3.01,0,0.27,0,0,0.65,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,49,156,mz84_seds,4.15,7.29,0.34,6.64,1.58,0,0,0,0.02,0.17,3.91,0.48,0.05,0.64,0.06,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.17,23.93,0.66,13.34,3.46,0.01,0,0,0.06,0.46,7.47,1,0.07,1.3,0.15,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,49,157,mz84_seds,18.96,7.55,0.09,1.12,5.98,0,0.01,0,0.04,0,1.48,1.23,0,0.13,0,1.64,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,69.72,16.67,0.1,1.18,6.63,0,0.01,0,0.09,0,1.57,1.38,0,0.14,0,2.28,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0
9,49,158,mz84_seds,24.79,8.07,0.09,0.29,4.57,0,0,0.04,0.02,0,0.22,0.74,0.13,0.09,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.98,18.74,0.1,0.31,5.2,0,0,0.05,0.04,0,0.24,0.86,0.13,0.11,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,50,159,med_seds,4.71,10.05,0.2,3.98,1.57,0,0,0.04,0,0.15,3.06,2.14,0.1,0.7,0,0.59,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,42.56,31.3,0.41,7.8,3.26,0,0,0.09,0,0.39,5.84,4.26,0.17,1.36,0,1.44,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0
9,50,160,med_seds,36.04,9.93,0.07,1.06,3.76,0,0.02,0,0.05,0,0.79,0.23,0,0.11,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.04,18.25,0.06,0.91,3.4,0,0.02,0,0.09,0,0.68,0.21,0,0.1,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,50,161,med_seds,3.75,3.53,0.07,2.98,2.12,0,0,0,0.01,0,1.26,0.78,0.05,0.7,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,54.26,19.21,0.21,8.27,6.46,0,0,0,0.04,0,3.46,2.34,0.11,2.05,0,1.5,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0
9,51,162,med_seds,17.11,34.77,0.5,8.91,2.19,0.01,0.06,0.04,0.14,0.48,6.74,1.46,0,0.99,0.1,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.24,36.78,0.38,6.53,1.68,0.01,0.06,0.03,0.21,0.47,4.86,1.09,0,0.72,0.09,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,51,163,med_seds,1.35,6.6,0.18,4.89,1.16,0,0.02,0,0.01,0.3,8.5,0.36,0,1.14,0.06,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.92,23.08,0.45,13.81,3.34,0.01,0.05,0,0.07,1.04,20.59,0.93,0,2.91,0.17,7.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,51,164,med_seds,12.52,11.55,0.29,5.06,1.36,0,0.02,0.01,0.01,0.17,3.24,4.75,0.08,0.61,0.06,0.56,0,0,0,0.06,0,0,0,0,0,0.21,0,0,0,0,0,0,0.08,0,0,0,53.42,25.95,0.37,6.16,1.75,0,0.03,0.01,0.02,0.29,3.9,5.96,0.09,0.74,0.09,0.86,0,0,0,0.09,0,0,0,0,0,0.18,0,0,0,0,0,0,0.11,0,0,0
9,52,165,epoxy,1.23,0.65,0,0.15,0,0,0,0,0,29.35,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91,4.54,0.01,0.43,0,0,0,0,0.01,88.87,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,52,166,epoxy,0.9,1.09,0.01,0.28,0,0,0,0.07,0,43.4,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,5.29,0.03,0.53,0,0,0,0.12,0.02,90.55,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,52,167,epoxy,30,3.32,0.02,0.37,0.3,0,0,0.01,0.05,17.51,0.31,0.57,0,0,0.09,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.4,9.55,0.03,0.45,0.36,0,0,0.02,0.13,27.61,0.39,0.75,0,0,0.14,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,53,168,dark_seds,5.7,3.08,0.06,0.98,3.18,0,0.04,0.02,0.01,0.16,0.79,0.74,0,0.17,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.59,17,0.17,2.58,8.83,0,0.15,0.08,0.04,0.6,2.07,2.09,0,0.47,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,53,169,dark_seds,8.22,8.23,0.68,8.05,1.73,0.04,0,0,0,0.22,4.08,0.59,0.08,1.28,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.87,20.44,0.94,11.24,2.62,0.08,0,0,0,0.42,5.5,0.85,0.1,1.82,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,53,170,dark_seds,3.62,8.98,0.39,7.09,1.47,0.01,0.06,0,0.01,0.27,5.31,0.58,0.09,1.36,0,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.18,25.47,0.72,13.48,2.99,0.03,0.14,0,0.03,0.68,9.5,1.11,0.14,2.54,0,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,54,171,mz84_seds,33.4,12.44,0.09,0.09,2.05,0,0,0,0.05,0,0.1,5.73,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,66.97,24.38,0.09,0.08,2.01,0,0,0,0.1,0,0.09,5.73,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0
9,54,172,mz84_seds,21.21,11.24,0.19,0.31,2.39,0,0,0,0,0,0.22,9.05,0.13,0.08,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.26,0,0,0,0,0,0,58.34,26.43,0.23,0.35,2.79,0,0,0,0,0,0.25,10.68,0.13,0.09,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.43,0,0,0,0,0,0
9,54,173,mz84_seds,22.12,7.3,0.09,0.33,1.53,0,0.03,0,0.03,0.11,0.23,6.41,0,0.05,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.08,0,0,0,65.6,21.35,0.12,0.43,2.11,0,0.05,0,0.08,0.19,0.31,8.95,0,0.07,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0,0.11,0,0,0
9,55,174,dark_seds,15.77,15.96,0.41,6.01,3.64,0,0,0,0.01,0,3.66,0.88,0.1,1.01,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,56.84,26.46,0.4,5.71,3.68,0,0,0,0.02,0,3.44,0.88,0.08,0.98,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0
9,55,175,dark_seds,1.72,26.69,0.52,12.92,0.84,0,0.02,0.03,0,0.41,9.02,0.9,0.2,1.07,0.15,1.24,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7,42.27,0.74,19.02,1.33,0,0.03,0.05,0.01,0.78,12.29,1.28,0.25,1.5,0.25,2.1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
