spot,location,spectra,mineralogy,C_concentration,O_concentration,Mg_concentration,Si_concentration,S_concentration,Mn_concentration,Co_concentration,Ni_concentration,Zn_concentration,Ag_concentration,Al_concentration,Ca_concentration,Na_concentration,K_concentration,Ti_concentration,Fe_concentration,In_concentration,W_concentration,Ir_concentration,Cr_concentration,U_concentration,Sr_concentration,La_concentration,Nd_concentration,Pr_concentration,P_concentration,N_concentration,Zr_concentration,Yb_concentration,I_concentration,Br_concentration,Ta_concentration,Cl_concentration,Te_concentration,F_concentration,Ar_concentration,C_wtper,O_wtper,Mg_wtper,Si_wtper,S_wtper,Mn_wtper,Co_wtper,Ni_wtper,Zn_wtper,Ag_wtper,Al_wtper,Ca_wtper,Na_wtper,K_wtper,Ti_wtper,Fe_wtper,In_wtper,W_wtper,Ir_wtper,Cr_wtper,U_wtper,Sr_wtper,La_wtper,Nd_wtper,Pr_wtper,P_wtper,N_wtper,Zr_wtper,Yb_wtper,I_wtper,Br_wtper,Ta_wtper,Cl_wtper,Te_wtper,F_wtper,Ar_wtper
9,55,176,dark_seds,5.48,18.89,0.38,7.32,3.28,0.01,0.13,0.01,0.06,0,4.77,0.55,0,0.99,0,4.06,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,37.18,32.55,0.51,9.35,4.45,0.02,0.2,0.01,0.17,0,5.99,0.7,0,1.24,0,6.25,0,0,0,0,0,0,0,0,0,0,0,1.39,0,0,0,0,0,0,0,0
9,56,177,epoxy,0.24,0.36,0.01,10.62,0.03,0.01,0,0,0.01,5.45,0.34,0,0,0,0,0.18,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.21,3.35,0.04,46.75,0.19,0.07,0,0,0.05,35.04,1.52,0,0,0,0,0.95,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,56,178,epoxy,1.2,1.93,0.03,43.17,0,0.1,0.03,0.04,0.01,0,0.31,0,0,0,0,0.1,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,27.16,5.66,0.05,65.15,0,0.21,0.07,0.09,0.02,0,0.45,0,0,0,0,0.22,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0
9,56,179,epoxy,3.44,30.6,0.03,18.77,0,0,0.03,0,0.02,9.66,0.32,0,0.13,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.21,44.56,0.04,20.74,0,0,0.04,0,0.05,14.6,0.37,0,0.14,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,57,180,med_seds,4.03,42.17,0.75,13.74,0,0.01,0.04,0.02,0.01,0,10.47,0,0.4,1.93,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.47,46.18,0.8,14.73,0,0.02,0.06,0.02,0.02,0,10.54,0,0.36,1.97,0,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,57,181,med_seds,3.36,28.21,2.28,10.61,0.45,0,0.04,0,0,0.4,6.15,2.27,0.21,1.96,0.1,2.27,0.45,0,0,0.1,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,22.37,41.24,2.87,13.16,0.59,0,0.06,0,0.01,0.65,7.47,2.75,0.22,2.32,0.15,3.29,0.67,0,0,0.14,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0
9,57,182,med_seds,2.54,5.69,0.22,4.99,2.3,0.02,0,0.02,0,0.27,3.14,1.07,0.06,0.98,0.88,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.04,23.79,0.53,12.28,6.08,0.06,0,0.07,0,0.92,7.41,2.69,0.12,2.41,2.67,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,58,183,med_seds,25.74,11.04,0.11,2.31,3.27,0,0.04,0.05,0.04,0,1.45,1.47,0,0.2,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.99,21.27,0.11,2.21,3.31,0,0.05,0.06,0.07,0,1.4,1.5,0,0.2,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,58,184,med_seds,14.45,33.38,0.37,9.32,1.65,0.01,0.01,0.04,0.02,0.7,8.97,0.77,0.18,0.65,0.21,0.67,0.51,0,0,0,0,0,0,0,0,0,0,2.51,0,0,0,0,0,0,0,0,43.7,35.62,0.28,6.91,1.3,0.01,0.01,0.04,0.04,0.7,6.46,0.58,0.12,0.48,0.19,0.61,0.46,0,0,0,0,0,0,0,0,0,0,2.51,0,0,0,0,0,0,0,0
9,58,185,med_seds,3.1,13.75,0.44,9.7,0.79,0.02,0.03,0.04,0,0,7.97,0.43,0.12,1.25,0.28,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.28,30.97,0.7,16.49,1.45,0.05,0.07,0.08,0.01,0,12.35,0.72,0.16,2.05,0.56,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,59,186,co3_seds,1.3,52.55,0.05,13.77,0,0,0,0.03,0.03,0,15.37,0,0.35,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.85,52.81,0.06,17.59,0,0,0,0.04,0.07,0,17.31,0,0.35,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,59,187,co3_seds,1.17,8.94,0.1,8.12,0.93,0,0,0.02,0.02,0,7.26,0.32,0,0,0.07,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.14,29.52,0.24,22.05,2.77,0,0,0.05,0.09,0,17.06,0.84,0,0,0.2,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,59,188,co3_seds,2.52,2.73,0.17,4.36,1.84,0,0,0,0.02,0.27,2.83,3.34,0,0.77,0.06,0.9,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,42.06,15.21,0.46,12.17,5.54,0,0,0,0.12,1.02,7.55,9.59,0,2.15,0.2,3.1,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0
9,60,189,mz84_seds,14.92,7.88,0.16,4.69,3.12,0.01,0.04,0,0.01,0.35,1.95,0.35,0.13,0.24,0.06,0.37,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,65.21,19.15,0.19,5.66,4.05,0.02,0.06,0,0.02,0.6,2.34,0.45,0.14,0.31,0.09,0.59,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0
9,60,190,mz84_seds,7.71,25.7,0.43,9.13,1.13,0,0.02,0.01,0.02,0.39,6.76,1.33,0.2,0.82,0,0.77,0.46,0,0,0,0,0,0,0,0,0,0,1.24,0,0,0,0,0,0,0,0,37.64,37.38,0.46,9.73,1.29,0,0.02,0.01,0.04,0.56,6.97,1.42,0.19,0.86,0,1,0.6,0,0,0,0,0,0,0,0,0,0,1.82,0,0,0,0,0,0,0,0
9,60,191,mz84_seds,6.36,32.32,0.77,11.44,0.95,0,0.03,0,0,0.43,9.23,0.26,0.43,1.28,0,1.48,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.22,39.98,0.79,11.79,1.03,0,0.04,0,0,0.58,9.04,0.27,0.37,1.27,0,1.81,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,61,192,dark_seds,6.71,15.8,0.23,5.36,1.02,0,0.04,0.04,0.02,0.29,4.12,1.4,0.12,0.96,0.18,0.52,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,42.37,35.05,0.35,8.08,1.63,0,0.08,0.07,0.07,0.58,6.04,2.13,0.15,1.42,0.33,0.96,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0
9,61,193,dark_seds,11.06,15.57,0.24,5.75,1.78,0,0.01,0.03,0,0.21,4.54,0.66,0.16,0.81,0,0.52,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,51.36,29.49,0.28,6.69,2.22,0,0.02,0.05,0,0.33,5.15,0.8,0.16,0.95,0,0.76,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0
9,61,194,dark_seds,23.49,14.4,0.12,4.02,3.29,0.02,0.02,0.04,0.04,0.26,1.77,1.01,0,0.18,0,0.59,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,64.33,23.97,0.11,3.5,3.08,0.02,0.02,0.04,0.07,0.32,1.55,0.94,0,0.16,0,0.68,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,0
9,62,195,epoxy,1.07,0.3,0,0.06,0,0.01,0.03,0.01,0.01,48.72,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32,1.43,0,0.11,0,0.01,0.05,0.02,0.07,94.84,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,62,196,epoxy,15.18,2.74,0,0.24,0.13,0.03,0,0,0.04,34.94,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.25,8.58,0,0.32,0.17,0.05,0,0,0.12,55.68,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,62,197,epoxy,28.5,5.43,0,0.2,0,0,0,0,0,34.74,0.91,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.3,11.88,0,0.2,0,0,0,0,0.01,41.53,0.93,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,63,198,dark_seds,3.55,36.44,0.43,10.28,0,0.01,0.02,0.02,0.02,6.45,9.62,0,0.22,0,0,1.87,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.94,45.21,0.5,11.79,0,0.01,0.03,0.02,0.05,9.24,10.55,0,0.22,0,0,2.42,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,63,199,dark_seds,6.11,30.32,0.45,11.21,0.89,0,0.05,0.04,0.01,0.37,8.78,0.79,0.15,0,0,2.11,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.82,39.3,0.49,12.14,1.02,0,0.06,0.05,0.02,0.52,9.03,0.83,0.14,0,0,2.7,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,63,200,dark_seds,16.35,6.99,0.1,1.14,5.51,0,0,0,0.02,0,0.65,0.92,0,0.09,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.41,18.42,0.13,1.4,7.19,0.01,0,0,0.06,0,0.81,1.23,0,0.12,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,64,201,mz84_seds,0.75,41.01,0,12.7,0,0,0,0,0,0,14.47,0,0.22,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,51.18,0,20.18,0,0,0,0,0,0,19.7,0,0.26,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,64,202,mz84_seds,3.13,27.68,0.43,15.2,0.58,0.01,0.01,0.01,0.01,0,4.79,0.5,0.19,0.65,0,0.63,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3,42.9,0.58,20.09,0.86,0.02,0.02,0.02,0.02,0,6.15,0.67,0.21,0.86,0,1.03,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,64,203,mz84_seds,10.66,3.32,0.1,1.47,3.15,0,0.03,0.03,0,0.15,0.95,1.83,0.12,0.31,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.84,13.94,0.19,2.71,6.18,0,0.07,0.08,0.01,0.39,1.76,3.66,0.18,0.6,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,65,204,med_seds,17.5,4.66,0.13,1.85,3.62,0,0.03,0,0,0.4,1.34,0.74,0.05,0.19,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.13,13.87,0.18,2.46,5.12,0,0.05,0,0,0.76,1.77,1.07,0.05,0.27,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,65,205,med_seds,23.7,9.15,0.15,1.63,3.22,0,0.02,0.01,0,0,1.14,0.55,0.12,0.25,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.21,20.28,0.17,1.77,3.69,0,0.04,0.01,0.01,0,1.24,0.64,0.12,0.29,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,65,206,med_seds,25.33,16.05,0.23,6.24,2.68,0.01,0,0.05,0.07,1.52,2.86,0.18,0,0.49,0,0.41,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,63,23.52,0.19,4.86,2.24,0.01,0,0.05,0.11,1.65,2.23,0.15,0,0.39,0,0.42,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0
9,67,207,epoxy,7.65,24.11,0.22,14.17,0.5,0.01,0.03,0,0.03,0.53,6.25,0,0.14,4.16,0,0.39,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.13,35.1,0.23,14.3,0.55,0.01,0.04,0,0.05,0.73,6.1,0,0.12,4.2,0,0.49,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,67,208,epoxy,8.22,14.74,0.37,6.41,0.92,0,0,0,0,0.83,5.37,0.57,0.11,0.81,0.11,0.72,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,46.13,30.01,0.49,8.42,1.3,0,0,0.01,0.01,1.46,6.8,0.76,0.12,1.05,0.17,1.16,0,0,0,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0,0
9,66,209,mz84_seds,4.16,22.87,0.75,9.92,0.86,0,0.01,0,0,0.35,7.25,0.28,0.19,1.22,0.18,1.37,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.37,38.25,1.02,13.59,1.25,0,0.02,0,0,0.62,9.4,0.38,0.22,1.61,0.29,2.23,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,67,210,epoxy,16.81,2.48,0,0.16,0.12,0.01,0.04,0,0.01,38.33,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.35,7.47,0,0.2,0.14,0.01,0.05,0,0.02,57.57,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,67,211,epoxy,4.31,0.88,0.01,0.09,0.14,0,0,0,0.02,50.93,0.08,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.06,3.36,0.02,0.14,0.18,0,0,0,0.09,84.77,0.14,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,67,212,epoxy,12.42,3.32,0.02,0.73,0.35,0,0,0,0.03,44.36,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.52,9.29,0.03,0.87,0.39,0,0,0,0.09,62.26,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
